,Fluid intelligence score,Loneliness,Lack of social support,Age,Sex,Education score,Age completed high school education,Alcohol intake frequency,Alcohol consumption on a typical drinking day,Current tobacco smoking frequency,Past tobacco smoking frequency,Attend sports club or gym,Attend pub or social club,Attend religious group,Attend adult education class,Walking for pleasure,Moderate exercises,Strenuous sports,Sleep duration,Getting up in the morning,Being a morning person,Sleeplessness or insomnia,Heart attack,Angina,Stroke,Hypertension,Diabetes diagnosed by a doctor,Hearing difficulty with background noise,Hearing aid user,Glaucoma,Cataract,Macular degeneration,Miserableness,Fed-up feelings,Mood swings,Worrier_anxious,Nervous feelings,Sensitivity_Hurt feelings,Tense_Highly strung,Suffer from 'nerves',Worry too long after embarrassment,Irritability,Neuroticism score,Happiness,Feelings of nervousness or anxiety,Frequency of friend or family visits,Friendships satisfaction,Family relationship satisfaction,Number of full siblings,Home area population density,Average household income,Paid employment,Retirement,Looking after home or family,Unable to work due to sickness or disability,Unemployment,Doing unpaid or voluntary work,Full or part-time student,Number of vehicles in household,Time spent watching TV,Time spent using computer,Number in household,Physical environment score
Being a morning person,0.01026893250531896,0.013122590841704434,0.24520356389868578,-0.18692855604197145,-0.10041532375004229,-0.07638676027060377,-0.09538117856165036,0.0004207674623503796,0.05522985359815039,-0.051869867927724495,-0.22811410769993512,-0.00378609934061765,0.06022624620528728,0.12568730771519784,0.11043575278929027,-0.16617552145495662,0.1109226983333834,0.027421285909955243,-0.11064260681079276,-0.32601687494806686,-0.0614093859314927,-0.047421056671592327,-0.017867802340770095,0.19538041695372105,-0.08166913146898544,-0.07613120770854431,0.1514937754422776,0.1319674103739192,-0.1970208461041794,-0.01842362651850738,0.1081586297229834,-0.03250971534677417,0.10639075636768741,0.005939750908074156,0.05568102564448016,0.0887464671424772,0.18742135724516332,0.1872099287309139,0.21088220154340778,0.36501432564913466,-0.08860384512562589,0.21429566620609528,0.025621408985008882,0.02760930759405272,0.018853771442432103,-0.09780297880542176,0.08173638223893191,0.034991230387831404,0.11909342390791969,0.0353662801232792,0.07461396910599755,-0.009392444307164417,-0.022628521322139352,-0.09499279981869643,0.0636753259526578,0.020223160773842522,-0.08501921662972176,0.027642462892570135,0.1461634976443103,0.06258482676474264,0.3430935536020663,0.12439837353105004,0.025925193446195295
Sleeplessness or insomnia,-0.07641871598852823,-0.08153395981558834,-0.14625232156788484,-0.005391975223982015,0.32957111784214926,-0.013457931301018515,-0.03138870881682707,0.12745704157801574,0.10448790624413848,0.12901209511425124,0.2284278702746673,0.2756273472369934,-0.13558224954484277,-0.37367496720169313,-0.08975193494285341,-0.19264174460114059,0.2194216500029422,0.06747773620605198,0.007293671033348954,-0.06891848480587068,0.0531232427166266,0.0008813215823527493,0.07622962945411067,-0.05406189062953429,-0.18561339078180486,0.04551767904107635,-0.08287058278301804,-0.09090078531652777,-0.01052079822736718,0.1523072271367327,-0.07801830666218577,-0.01651812100884083,-0.09422900914302286,-0.13694972401001768,0.0170357079614152,-0.09346802367406613,-0.012453839375610953,-0.042101727121104895,-0.0837295094590763,0.06736848592406215,-0.23108169248630372,-0.04510827236237442,-0.013749343042553994,0.03267842001222791,-0.07738562113575712,-0.12387322876515783,0.09393387983071759,0.06554590300305102,-0.01927387380603488,0.005070506046056309,-0.026950554910582396,-0.17018736024091677,0.2491085109472514,-0.25102173347330153,0.11321738562573759,-0.11016336472850262,0.05582158655426687,0.038580353386716115,0.11782875085238577,0.029474422602176562,-0.08595493583539385,-0.07787144856339133,-0.13271112927979287
Heart attack,-0.059979215289912194,0.059294359497043356,-0.1899691469174615,0.010863763791690998,-0.0338946799004873,-0.02515941269959013,-0.18991116076434064,0.13002768460564765,0.010431460804294149,0.08564407863761582,0.18504327005213145,0.013532378202419554,-0.06312582888477683,0.09766211547779083,0.07727163742596878,0.03816527374679146,-0.008826686761291837,-0.07913517657337935,0.18297681577018543,-0.18063471251696564,-0.05017276924207694,0.11068816214204215,0.03152214741052142,-0.03904340689066852,0.08701224225958183,0.2229869026192057,0.16181835269974823,0.030500215131962282,0.14389834810446703,-0.18023621805512346,-0.09445118408242101,-0.10182820179511334,-0.017524955632747346,0.08381841053365219,0.1617751280069685,-0.08999842520712806,0.03810515459766877,0.14033931080937154,0.07728234649146659,-0.2250487615385394,0.05766029932663661,0.10491991763205295,-0.02848133379744844,-0.17411075169537443,0.06799267000054805,0.02025845194724575,-0.21009443258558083,-0.1488245599391959,-0.0922956130267325,-0.11072783014049174,0.07363233198604248,-0.35043606489277135,0.19322792357335447,0.11498484251388594,0.1637891298349506,0.21624691058397189,0.011385199180637864,0.058480391994367706,-0.23307249930971918,-0.14635258816340843,0.12032657793818838,-0.13378717535028206,-0.12450629713977207
Angina,0.021723009807432525,0.09170205127428897,-0.004728495533869442,-0.030487335002317113,0.271258987814382,-0.0079015309633107,0.08441740178516198,0.27311942002463957,0.23572238475037366,0.28968053024949386,0.19691910479238894,0.43555836245188645,0.07937184760400519,-0.38796057051206784,-0.15988698165694462,-0.2445029914766865,0.1228145723143254,-0.07931222188296097,0.1007206302105387,-0.1321071959397511,0.018090178297286052,-0.08183954598986581,0.05050547779770547,0.16139493440710745,-0.09900451133762757,0.17185460786685725,0.12973879445453718,-0.08263237502209593,0.1407493766576961,0.1442505510622318,0.028109694492545422,-0.02689036370848407,0.13759128196176104,-0.02333484323863443,0.0013098652191957073,-0.04582421853535912,0.05270506477938249,-0.030218342922177743,0.13611414469814928,-0.12516808735761734,-0.01293068048417537,-0.016514352365954544,-0.04874740602891769,-0.19004940768369305,-0.028317933700350392,0.018788914188239768,-0.14196309674048405,-0.1837738063512309,-0.0038797112696526033,0.20573852349490956,-0.03476052952726017,-0.07063701735370448,0.0607871970313843,-0.1568830020430957,0.3149027747577177,-0.07340880870518612,-0.129919840514886,0.06051712555680441,0.0004625780965619556,0.09203556833995717,0.11511801141696816,-0.15915805811619688,-0.25855567200532714
Stroke,-0.36332532717049093,0.23928831231940337,0.4786470945038666,-0.05470841573635096,0.26116279706067735,0.11610481492874182,-0.03910553545728976,0.14425865663105922,-0.02550633152277849,0.3071312018202057,-0.07929135299351553,0.05769143677203591,0.09860088923385481,0.0372838222361716,-0.23808978673897044,-0.324043012350981,0.2812435959382327,-0.03108206677070843,-0.10520687077661937,0.02647032438566179,-0.09384462466541428,-0.0863821914135991,-0.03764996424436524,-0.008291239730241673,0.17866250360652797,0.3190749482605154,0.358856992532302,0.23866321660309267,0.2129953296045369,0.12095746937522339,-0.07506180667023568,0.39348054128673216,-0.10974131145461978,0.046556902166934123,0.16229963408098624,-0.27799738530932233,-0.010343180299997156,0.021097277861463853,0.02380789374155522,-0.09028234617416872,-0.01961263526336336,0.041973787255109876,0.020424956088724824,-0.31345646736366795,-0.025451088302484194,-0.39741217837873644,-0.26606736958817934,-0.26501307915587075,-0.10048366285599698,0.27052294389342946,-0.2078884908975896,0.1006069142169459,-0.1619288368825307,-0.07044541676030866,0.13658019700611287,0.0054384418217786725,0.0076460483584121055,0.0035710347119878422,-0.30499352788280726,-0.03976243163615918,0.10695990012470423,-0.25556737077407893,-0.09379790040824901
Hypertension,0.14530430413990122,-0.17076549343044473,0.17794946166311362,0.0549747269730034,0.06308678763040618,0.13297658965872206,0.0005113007748866559,-0.07850541334974868,-0.11443746912248651,-0.0491999396757165,-0.08638574268355002,-0.1511105662842989,0.15968878796913355,0.05354181177380916,0.015555686154294177,-0.04381452098848878,-0.015545614558591561,0.08239837668075156,0.19279857643631168,0.06126359217912299,-0.09568340750523427,-0.08626437692318945,0.11882511700392448,0.01863265316207179,0.18045054086692738,0.4157739474453858,0.2053667108941538,-0.03631922900214173,0.038982308855421303,-0.13976738274505904,0.04331526865502908,0.21483281810221627,-0.2679002613355016,-0.26277112746008835,-0.11684181234818444,-0.08323279298770413,-0.021984145438321244,0.010109100104192902,0.02600459156928464,0.17921069399218287,0.04979929464694818,-0.20093016300430805,0.018207402607301332,0.006524664085247874,-0.1805750350977508,-0.003941148626894336,-0.029902752869772387,-0.00439273362210187,-0.1868757380273995,-0.09859111894752465,0.015079009509849908,-0.08425317792315408,0.11749233054826481,0.08717026975189109,-0.010698545068843227,-0.20097888437050307,0.07661062023593694,-0.09937289822965777,0.07547718373320433,-0.030406256446768472,0.05304816602288282,-0.08936873514676588,-0.21194769278898462
Diabetes diagnosed by a doctor,0.08455011764798194,-0.23433468712872826,0.0609042853632074,0.22038450683888075,0.3330208241022837,-0.3740117750417972,-0.2982965628410237,0.40241201274548744,0.16497608790248094,0.21045798057078866,0.17998399080517116,0.03254749181767647,0.19934312243984914,0.1670705636686952,0.11883570260689953,-0.15193139274167425,-0.02565594596415975,0.1398527211299354,0.2503317677591684,-0.3238654824719466,-0.1700730195618026,-0.1629037115578003,-0.03168258490394295,0.0881494875982129,0.11374499200002908,0.3638770331594244,0.4797358686520393,0.2519526002793755,0.2541253166436631,0.014792636559685378,-0.15240329586299056,-0.13617248023480952,-0.30104374226327196,-0.25871007225205334,-0.0722735789015231,-0.3512612917019402,0.10259626074438492,0.02982593431977168,0.009310851786693058,0.12070369666709141,0.12278269460345606,-0.08249325112788619,-0.19372240770244836,-0.30713807001638666,-0.12199117400331033,-0.37103850492247836,-0.3693626394591676,-0.3959328837357232,-0.2759744625521991,-0.12090625211546226,0.12897692134326605,-0.1512725619846083,0.09441766529435126,-0.1453087095808647,0.20132130650421023,0.023895687529200706,-0.023095589210142854,-0.03405892370684705,-0.08263697583950588,-0.47654724311960966,0.14777422855408182,-0.39970751208099237,-0.05943235691451523
Hearing difficulty with background noise,0.07591627923219296,-0.059743645243226125,-0.284496438121228,-0.12525291378669995,-0.13607848531751035,-0.012990590730609252,-0.03512188809300402,-0.011805207882444203,-0.058631387110127844,-0.31286293139634336,-0.18924598062362863,-0.020524943561776525,-0.25847217680578727,0.1515039501297541,0.13560110179561333,0.0998330857055275,0.06631448511141325,-0.0760059765283086,-0.100215923978485,-0.040656130874348606,0.1554266799715366,-0.02837035169407351,-0.09663508958801613,0.0403755423599163,0.012434229121990454,-0.03660296915907582,-0.1712393257114119,-0.24205628662478149,-0.08639535491599175,0.20488860080997623,0.1886442754982757,-0.15724483942217946,0.01755046434575697,-0.012981204705471115,0.040620541362818514,0.14775301192996806,0.263852261242203,0.24298508547893455,0.26517743758759066,0.06686575772150756,0.24783337268139263,0.13108111934171196,0.14623305830004096,0.08621997276880874,0.09726028219807707,0.007506155614558132,0.07623263829152958,0.012608586470357182,-0.2743426815086808,-0.23020466581178967,0.3569238292204131,0.10638551855503207,-0.10966367602414126,0.07502104398491642,-0.17539711358751786,0.04031320191027989,0.13579839700198987,0.006325814884906314,0.047443922476352436,-0.12437078572209105,0.15860488026064876,0.10727023172494547,-0.011513354171628295
Hearing aid user,-0.12070262340938381,0.19248081565944136,0.2115805877579467,0.0345482640542062,0.33180419759657265,-0.057821472428200224,-0.0810204750357614,0.1399006132722365,-0.08042480410892573,0.42390194206712667,0.2295929788088654,0.029489190353915864,0.06535695046490951,-0.03984576136866592,-0.1830436299239296,-0.31048821254579695,0.11651869793432795,0.20282087994137177,0.0765171661056221,-0.06175434987797934,-0.1666812352734304,0.0942804582952346,0.11026706077096965,0.03971157938615601,0.024737316965961032,0.2319591156944005,0.3956242187891771,0.2884085977609164,0.11839246733166364,0.06441013604405327,-0.19299967628224132,0.18854678005412165,-0.00576807638091316,-0.003496886692786905,0.13699324405145066,-0.1489634832155864,-0.05683521979226095,0.08310974265926584,0.053395283192020915,-0.30094020892102863,-0.05489842191400296,-0.013398860363698757,-0.0192658179906904,-0.2983222077893317,-0.06866964902217276,-0.31398230963950285,-0.2811199801115327,-0.22070243965004388,0.08816805692901229,0.041856755564703634,-0.25359027414200225,-0.0019789916441094423,-0.0054084872595789295,-0.02409659093430947,0.1737438358975583,0.004766131277972046,-0.06953913450963214,-0.2826737458943178,-0.35861411012491407,-0.008142673829172881,-0.10544695266184542,-0.37637119339223096,-0.18182684818752096
Glaucoma,0.0390173547656845,-0.061464077734183206,-0.009882665805470444,-0.07602252687908767,-0.16760113008003866,-0.04119121601301129,-0.022105300200382497,0.08017321850504538,-0.0843947628141167,0.05863002523380099,-0.11797049779656113,-0.3389697454907305,0.326620918281171,0.14071869455174196,0.17608624347442284,0.09809023286677927,-0.134871538231717,-0.17734352602020823,-0.10490004244356874,-0.11372189225987223,-0.011602852320783504,0.12444916941730017,0.0183643560441796,-0.046459210267310404,0.22741289523836491,0.07926304243459706,0.029083628894474196,-0.07477784083561619,0.12487036893745422,0.08671086092375538,-0.08525957641496396,-0.1240436153265169,0.010772729932346533,0.1869238169727425,0.22440646702491154,0.24478081547940914,0.05347124465229243,0.040924235207580636,0.0345664599815171,0.12048634794224379,-0.09983404936750208,0.18066647558934354,0.18672790722210997,0.004968303193728068,-0.1794929646844069,0.20658898811367135,-0.054141217492385,-0.01594008335887256,-0.15350236995544306,0.0835705355947963,0.09794064746842294,-0.024318483676709347,0.007084975679580987,-0.029221309767547644,0.04563301568773288,-0.08237587306263071,0.23124622868298111,0.163664115563467,0.18476921453972905,0.10452979746007342,0.17118549142140488,0.16734448314844189,0.12134835081555333
Cataract,-0.12117114061003934,0.18290179213164515,0.23460877593612742,-0.14015447792743693,0.035974838817235615,-0.006074585316096618,-0.12344746124726466,0.11734050630387029,-0.11786427239062967,0.030229609349900086,-0.022441147339121535,-0.199238281508714,0.18970951773076394,0.2329976588257596,-0.17708003361540828,-0.19920750705237503,-0.027047945242416032,0.3103759797299271,-0.012275947114141646,-0.2579698241106834,-0.16124452103077486,0.06599256990418065,0.15448271124486831,0.13563095313256315,0.11363481222941112,0.24659585393483613,0.3651016701765584,0.35814827489848705,0.03752060475030365,0.1403221433548104,-0.11658550864487109,0.023357595129907305,0.077999648478696,-0.01599616533808999,0.202776059984834,0.1137934648272914,0.10974767387804664,0.1981780363760452,0.2335902911055138,-0.026385942857753253,0.06497266824270542,0.28931220972367294,0.11949443551546145,-0.11777136667088596,-0.08880939174745893,-0.03447436070958258,-0.08991823729193289,-0.06472763981502634,-0.12207147719755691,0.1104621701347252,0.009204123708407194,0.0947792924578862,0.04974944226190981,0.0016004186244598663,-0.15186817216313556,-0.20329125176230667,-0.013890192045701766,-0.23417960350109593,-0.06883563605423951,-0.11761237591989868,0.300783764322475,-0.13970573890140747,-0.08059795140101175
Macular degeneration,0.158427051921461,0.14733007291454284,0.20307739722950635,-0.043186270413610936,-0.13267435940889696,-0.1369909047895707,-0.01840359640847966,0.16081007995825364,0.10156947786718619,0.24834937667356236,0.1384839846013041,0.25302079479748024,0.09138862701698257,-0.21467334915870412,-0.13971657718922886,0.054610143698017095,-0.10301928946730915,0.14038568250048913,-0.09255121252444784,-0.027310102944625936,0.057032081293550245,0.1584687166508651,-0.1852787680545127,0.309552437169005,-0.11031213765310864,-0.06481566350192185,-0.013969395960742693,0.17324889340824776,0.07909355032497449,-0.08331267065047608,0.06342367590502407,0.05345209234450468,0.25418610229704763,0.1255894921304169,0.06450170940336414,0.16094673694881712,0.16042758373937765,0.1308605670744688,0.07328422636278602,0.18698816017316922,0.14724604229161595,0.0041536178149580785,0.12128838502106129,-0.06422197524862565,0.023338990797602824,-0.011503465893422977,0.016946466856780373,-0.045062024557112966,0.30657652196013163,-0.027215252690187434,0.09283165083575512,0.11608667642924936,-0.18215218374495054,0.12384940053637307,0.12820930494593807,0.09694620879178628,-0.10895082931867961,-0.09345915156015526,-0.055920268733361554,-0.014301416375016243,-0.2661897767918733,-0.2915739198702929,0.18300049565427226
Miserableness,-0.14567018742773408,0.15290577591251586,0.19625268728505016,0.24432242671114598,-0.07044724692916134,0.12121436250496243,0.13149775706435185,-0.05236953192935441,-0.017626327312150008,0.1478083664010145,0.04764924974084272,0.11802302616385336,-0.1757234522589958,-0.24246367796049725,-0.08166602535576732,0.024612618001609885,0.006046977916311528,-0.1363877658517886,0.1266394561099127,0.22836889218295883,0.11508077775056985,0.1828280951634789,0.09705970663648081,-0.2599756091476463,0.022594747065271724,-0.03987724032472136,-0.025333899115045497,0.08675277936499318,-0.14296768724150022,0.08832987656076559,-0.0927765992173134,0.2239904102087589,0.22745602801640688,0.1023595461297921,0.053518571136876074,-0.122548115715693,-0.3275058948008132,0.04613286122573022,-0.0390189958940297,0.043317584239753286,0.11849785021985718,0.013565249424902111,0.08361622254426344,0.09088153125799059,0.0518469608075017,-0.16008433246259354,0.09213781982055895,0.066368852192068,0.07144218278335322,0.04036673760167241,-0.08501643192722691,-0.21209503151511389,0.18109743759096764,-0.05573190211124207,0.09297329209150333,0.04783572953141277,0.054046991111976084,-0.021449333222422134,-0.09881335765877701,0.1662695179376366,0.23399409385078226,-0.0608315157602851,-0.06377440521797338
Fed-up feelings,0.039525823424054474,0.07079416226687513,-0.07692052410604827,0.1350702967815376,-0.07680359587206277,0.05851356043658589,0.2008911188138122,-0.08334378013685112,-0.14659025434372863,-0.10847223735323809,-0.024965369794233663,-0.025604855984559576,-0.11811190089623201,-0.21305432431569546,0.05660735279115218,-0.009109753576401949,-0.022917146011162293,-0.14080639432071712,0.023094669995395323,0.03454496888233291,0.16431930273811787,-0.11112337803912563,0.2168262853780678,-0.15493151189634205,0.20325019856981563,-0.12202936707592459,-0.2071429901123761,-0.1437430646527712,-0.06350703402148415,-0.07488292228785737,-0.10848288136765934,-0.06693625272462075,0.05998970711993796,0.022234366936833443,-0.0006509133894928539,0.09093184137719647,-0.016474581126739992,0.1711521241622298,0.16929981203494973,0.192088938822005,0.048030320613061485,0.17289563437123998,0.1311377736450134,0.0037238454909234438,0.09524921057069832,0.18764779645825888,-0.004874956635440462,-0.08542851927777528,-0.14745420818174307,-0.14926167171324686,0.018861325716758418,-0.029441961811511194,0.08373792728521393,0.006461215518507668,0.015421059431203072,-0.028421789336035022,-0.03316509480466768,-0.14703038175978242,0.19473732881123107,0.10114700834821601,-0.028133650850762467,0.1154328581233234,-0.03158742042022087
Mood swings,0.04567310167654319,0.15416729852084082,-0.11010231191957759,0.12969932167331566,-0.2879123878011662,0.04305816708336151,0.17966165799897008,0.009682911208218877,0.13508184752944336,-0.15531062718458905,0.04121449525823284,0.15919169124417235,-0.024568985835316002,-0.2844877753487061,0.059089787092877245,0.10315517456855036,-0.2186861201238668,-0.04801060286090714,0.039269627477771754,0.27766361564964603,0.2419658894679786,0.06692563266054842,0.19327112732892768,-0.10508518544283171,0.12840000766256315,-0.09638380763139202,-0.23489329202623038,-0.2811485408228058,-0.09097365159791762,0.008691711495436046,-0.18378449872271185,-0.01660860201329175,0.16104079674455418,0.21449163054153578,0.10525599137528986,0.16475386142412857,-0.03985606806632771,0.23893346986974376,0.07659242646263897,0.05430317719078373,0.05185747970128876,0.13212232598410562,0.08100595385502993,0.043486722273704606,0.21616487889199476,0.1915686013123192,0.10411991259479929,-0.033679602459885,-0.05871615406678839,0.016040678820036076,0.08739257494212968,-0.18113235473492814,0.1843728623570032,0.20593416349793303,-0.020812579916987064,-0.06179674762701611,-0.039963839706885926,0.0658134710490449,0.057132261147317474,0.10909960799861029,-0.15099520386747545,0.09338069072113253,-0.11100167125157348
Worrier_anxious,0.1546739849896286,0.12784133724041025,-0.014743017023933134,0.05181544535984507,0.14246430256491097,-0.15892955594104663,-0.019718354028041087,0.19380971333793404,-0.04553041299818593,0.11154377443019627,0.2538267659480589,0.3036097716117669,-0.1223344458287553,-0.0749852290443113,-0.004013310505164971,0.009413872147328754,0.15449933735829569,-0.156964184110213,-0.24951899509657743,-0.18732299388873982,-0.10846818408886526,-0.09582421082125872,0.09092121961860195,0.16181377689991325,0.02818106774630606,-0.0024179908064905623,-0.019361448461447883,0.012558468292733653,0.2344537654092544,0.14289747175993955,-0.038928558199527175,-0.053956120724671305,0.15963039460186873,0.08549861895274395,0.13296422010654155,0.04506886700461314,0.2400693238557709,0.16671209819278068,0.02547458700514308,-0.02561154240327116,0.22621891804257946,-0.029348265354378664,0.13283187888656459,-0.2950235117847878,0.15985075902949764,-0.039865927471602516,-0.3184296913084062,-0.3319531466322392,-0.11194801561683769,-0.08799574878236834,0.20254971804433536,0.19278006716933527,-0.1790531901940317,-0.043907429105216535,-0.06356436463094389,0.15620827333766274,-0.11732658304890599,-0.11453757833565213,-0.012178961335078543,-0.3513512733279815,-0.13270824560408245,-0.200166645790087,-0.026291843258144647
Nervous feelings,-0.1376782757872083,-0.03634400250158189,-0.02321501861385728,0.2858378356037507,0.2059891287702515,-0.13853918246033406,0.09719591309933764,0.3544468731316798,0.1838356674705862,0.16451665064324109,0.2794721479923944,0.2595721547387562,-0.008871234697089841,-0.23835555267382114,-0.018558315086687333,-0.009381983690514907,-0.010542741734684289,0.06410267417045322,-0.10500440288513453,-0.011338030760186087,-0.09886969341705563,-0.05940344380952648,0.23856022820245654,-0.024580625099619627,0.15177664986286732,0.13250643423459224,0.1296219600100642,0.12314132694441512,0.2323455123290892,0.1052565358642378,-0.1430578762199811,-0.08576452954857482,-0.08773356915764798,-0.07870459130607946,0.05814144681736126,-0.12026447996993528,0.06655390197534634,0.07730883357116382,0.12875209695666354,-0.07016941753711575,-0.042026881137407726,-0.018163364995578905,-0.12617027450938748,-0.37550711410602816,0.11740944911004442,-0.23913202219215854,-0.3300960890140896,-0.4004820524068188,-0.07333773149842247,0.06236938914563251,0.023474299632379143,-0.13399808498489404,0.14101962219508946,-0.1528120409608226,0.02094627650206379,0.12776795846540986,0.1577947294001818,0.0169727332217542,-0.18086164007133362,-0.22573437961120646,-0.0010855011279581235,-0.2003151215307786,-0.08968554626423612
Sensitivity_Hurt feelings,-0.07772943922521354,-0.12120485907482853,-0.10979610590499835,0.06891125119238836,0.08203621786169794,0.06541808442725222,0.17232080197593294,-0.16006200953232708,-0.1076305444359833,-0.09128769114896389,-0.027471678038549413,0.2732948846823172,-0.2553176770630264,-0.22062890721256578,-0.0399696419123156,0.14093690673831488,0.02296898579937552,-0.028968444176621675,0.19522388478653516,-0.046117913294767714,-0.13037173082547288,-0.14711224326098238,0.1637161919591066,0.05170266906271333,-0.011328840741439004,-0.09188863122139244,-0.29508955178924257,-0.08874072152659206,-0.0029102703708406468,-0.09670842857436039,0.12361377858164865,-0.020955012889012643,0.2985092473737868,0.02089101749868032,-0.058614575211943944,-0.16123529117830426,0.004752487276755387,0.12765263389198514,0.12890474155164883,-0.16501672808137072,0.10490423814448042,-0.2091149261461458,-0.10045495364497084,-0.07630178717313496,0.14875977418509853,-0.026414870175407813,-0.02029419119969623,-0.06416461487111662,-0.0007137613811333676,-0.025020770015869755,0.09161763113721144,-0.06650540012249291,-0.023593278370777182,0.17467268302569897,0.060023113470979376,0.1932563973732592,0.026765063393175817,-0.22895098351272342,-0.046156028839785465,-0.035928239594110144,-0.3252209501120836,0.023177396081374178,-0.2177110861094586
Tense_Highly strung,-0.03972951483460049,0.02450021866200898,-0.1102064705772503,0.06848315256089783,0.07856871661475127,0.0014104709357468147,0.12260369219021458,-0.06401792485361182,-0.18887124422608403,0.12545842376122404,0.024868901036792804,0.03903859918692048,-0.2177733552833884,-0.09636063519015636,-0.04028176376752318,-0.26204171126975556,0.23404377819138114,-0.0026985399921704337,-0.07850323924820579,-0.06705229206203873,0.13825080147150529,0.007741759337674636,0.25455046583130125,0.028297066529713477,0.04072560889230941,-0.24765002673202355,-0.0027853057608695836,0.06487142720779494,-0.13146655120706413,0.25654408068013834,-0.10333854138621058,-0.2650165774603805,0.08276724491262973,-0.08411151848361319,-0.046976491952417834,0.1405366043418543,-0.001794818017303053,0.10294818754345618,0.16728895913964845,0.10237600250307403,-0.05724624818589436,0.09168502068945247,0.06346066361556789,-0.0002411690877444461,-0.11423749349060454,0.08774446695596638,0.011595570857168253,-0.03573698539196953,0.0198081730804463,-0.13096662697972802,-0.07029704200755356,0.03756391009339912,0.08846359647658684,-0.3114613772516806,0.14873989976413357,-0.009762559028165793,-0.06696734833287807,-0.35285883941187624,0.13908750256831473,0.1391775930338337,0.059651143962498536,-0.13157603523217262,0.1008174947146689
Suffer from 'nerves',-0.24056511086320193,0.13489045197482577,0.018754104204856625,0.3510105787940639,0.09175399992807026,-0.03569187942876582,0.09504890754067986,0.0958388174907692,0.08904144415295553,0.16595955396782608,0.2004268914381349,0.22818264208573044,-0.1348038014982904,-0.27361118712112487,-0.09074535046121819,0.08049812339461525,-0.07559116659687315,-0.18290346915253955,0.14379426973008647,0.11497078667419808,0.04093517542672753,-0.011149502569886864,0.024714280580339757,-0.021610161943306647,0.17558837771170202,0.01959271639744626,-0.08828320271393295,-0.34763572396803377,0.20260265890298482,0.22452771257134588,-0.06605530149245378,-0.20216701947998952,0.12317134102087467,0.036324383748327506,0.023975770328672347,-0.014070855643816356,-0.02324574406429905,-0.034322453043341784,0.025044623835162358,-0.0629653476163471,-0.04807615281394538,-0.10457725412631605,-0.006464840279690902,-0.2581592085057429,-0.250244780183844,-0.17837696155816168,-0.23595503172348575,-0.3050754346246832,0.02481681180049646,0.09971723872624604,-0.08906937407336384,-0.15615741791420779,0.20080556015380846,0.08316139321292845,0.02840765436928197,-0.13566237445541243,-0.04353588909140341,-0.003538855468510499,-0.12621087499437494,0.018762756961196888,-0.17659656925209025,-0.10208977646652184,-0.09807576495300724
Worry too long after embarrassment,0.22274539280672898,0.15956348617731667,-0.10971404301847264,-0.16647436866973253,-0.12855620864776088,-0.02583060890150352,-0.014836707430360575,-0.1546517320277249,-0.0012567220400381543,-0.1625830478001306,0.1251207386293021,0.08505989685278316,-0.42456283207050904,-0.025162646042308234,0.08425811621387086,0.22765662261365366,-0.03436479547722361,0.0005364232869680733,-0.028720752635145796,0.13391998772805278,0.11818958799734904,-0.04806136882722369,0.06658718018695463,-0.04764356641582199,-0.15754804294335856,-0.2956992864836791,-0.2500442675041047,-0.07068683211642378,-0.13313409367856305,-0.07550782568143204,0.04429710261195247,0.0903605965589003,0.10205551897361892,0.1912328386961039,0.06693737144735873,0.11693843956179778,0.06468033960390968,0.23487203669194476,-0.06659295510887445,0.07946057528030835,0.19761591760099642,0.05680062913882115,0.20763251540690608,0.15096601963396875,0.3744223868819958,0.04992645914094004,0.12157831177498081,0.15648194191620532,-0.1519177004672127,-0.37458479146936596,0.2297311748382087,0.070835472198809,-0.07882176077164635,0.18106984986587923,-0.22122063158276786,0.22613958078285862,-0.1184175020687162,-0.13451826540006553,0.09145922917906948,-0.0826048616907914,-0.2524901267151036,0.1290305233420392,0.15107322833817977
